Name,Price,Warranty,Brand,Purpose,Color,gen,CPU,Number of cores,Clock,Cache,OS,Ram,Max Ram,Display Size,Touchable,Display Res,Integrated Graphics,AddGraphics,VGA Memory,HDD,SSD,Optical Disk,Number Keys,LED,USB Ports,HDMI Ports,LANPorts,VGAPorts,Weight,Cells pin,VR support
Máy xách tay/ Laptop HP Pavilion X360 14-ba063TU (2GV25PA) (Vàng),12.990.000 ?,12,HP,Multimedia,Vàng,Intel Core i3 7th Gen,i3-7100U,2,2.4 GHz,3MB,Free DOS,4GB,Đang cập nhật,"14.0""",Không,1366 x 768,Intel HD Graphics 620,Không có,Không,500GB,Không có,Không,Không,Không có,3,1,Không,Không,1.7kg,3,Không
Máy xách tay/ Laptop HP Pavilion 14-bf016TU (2GE48PA) (Bạc),11.790.000 ?,12,HP,Multimedia,Bạc,Intel Core i3 7th Gen,i3-7100U,2,2.4 GHz,3MB,Free DOS,4GB,Đang cập nhật,"14.0""",Không,1920 x 1080,Intel HD Graphics 620,Không có,Không,1TB,Không có,Không,Không,Không có,3,1,Có,Không,1.63 kg,3,Không
Máy xách tay/ Laptop Acer A315-51-53ZL (NX.GNPSV.019) (Đen),10.989.000 ?,12,Acer,Multimedia,Đen,Intel Core i5 7th Gen,i5-7200U,2,2.5 GHz,3MB,Free DOS,4GB,Đang cập nhật,"15.6""",Không,1366 x 768,Intel HD Graphics,Không có,Không,1TB,Không có,Không,Có,Không có,3,1,Có,Không,2.1kg,2,Không
Máy xách tay/ Laptop Dell Inspiron 13 7370-7D61Y2 (Bạc),33.490.000 ?,12,Dell,Multimedia,Bạc,Intel Core i7 8th Gen,I7-8550U,4,1.8 GHz,8MB,Free DOS,16GB,Đang cập nhật,"13.3""",Không,1920 x 1080,Intel HD Graphics 620,Không có,Không,Không có,512GB,Không,Không,Không có,4,1,Có,Không,1.7kg,3,Không
Máy xách tay/ Laptop Asus TP410UA-EC429T (I5-8250U) (Xám),15.690.000 ?,24,Asus,Office,Xám,Intel Core i5 8th Gen,i5-8250U,4,1.6 GHz,6MB,Windows 10,4GB,Đang cập nhật,"14.0""",Có,1920 x 1080,Intel HD Graphics 620,Không có,Không,500GB,Không có,Không,Không,Không có,3,1,Không,Không,1.6kg,3,Không
Máy xách tay/ Laptop Lenovo Ideapad 320-15IKB 81BG00BNVN (i5-8250U) (Đen),11.790.000 ?,12,LENOVO,Multimedia,Đen bóng,Intel Core i5 8th Gen,i5-8250U,4,1.6 GHz,6MB,Free DOS,4GB,Đang cập nhật,"15.6""",Không,1920 x 1080,Intel HD Graphics 620,Không có,Không,1TB,Không có,Không,Có,Không có,2,1,Có,Không,2.25kg,2,Không
Máy xách tay/ Laptop Lenovo Ideapad 520s-14IKB 81BL0086VN (i5-8250U) (Vàng),14.190.000 ?,12,Lenovo,Multimedia,Vàng,Intel Core i5 8th Gen,i5-8250U,4,1.6 GHz,6MB,Windows 10,4GB,8GB,"14.0""",Không,1920 x 1080,Intel HD Graphics 620,Không có,Không,1TB,Không có,Không,Không,Không có,3,1,Có,Không,1.7 kg,2,Không
Máy xách tay/ Laptop Acer A315-31-P66L (NX.GNTSV.002) (Đen),6.990.000 ?,12,Acer,Multimedia,Đen,Intel Pentium,N4200,2,1.1 GHz,2MB,Free DOS,4GB,Đang cập nhật,"15.6""",Không,1366 x 768,Intel HD Graphics,Không có,Không,500GB,Không có,Không,Có,Không có,3,1,Có,Không,1.35kg,2,Không
Máy xách tay/ Laptop MacBook Air MQD42LL/A,27.200.000 ?,12,Apple,Office,Bạc,Intel Core i5,i5,2,2.2 GHz,3MB,OS X,8GB,Đang cập nhật,"13.3""",Không,1366 x 768,Intel HD Graphics,Không có,Không,1TB,Không có,Có,Có,Không có,3,1,Có,Không,1.35kg,4,Không
Máy xách tay/ Laptop HP 250 G6-2FG16PA (Bạc),9.390.000 ?,12,HP,Multimedia,Bạc,Intel Core i3 6th Gen,i3-6006U,2,2.0 GHz,3MB,Free DOS,4GB,Đang cập nhật,"15.6""",Không,1366 x 768,Intel HD Graphics 520,Không có,Không,1TB,Không có,Có,Có,Không có,3,1,Có,Không,2.0 kg,4,Không
Máy xách tay/ Laptop HP 14-bs562TU (2GE30PA) (Bạc),9.190.000 ?,12,HP,Multimedia,Bạc,Intel Core i3 6th Gen,i3-6006U,2,2.0 GHz,3MB,Free DOS,4GB,Đang cập nhật,"14.0""",Không,1366 x 768,Intel HD Graphics 520,Không có,Không,500GB,Không có,Không,Không,Không có,3,1,Có,Không,1.6 kg,4,Không
Máy xách tay/ Laptop HP Probook 430 G5-2ZD52PA (Bạc),19.190.000 ?,12,HP,Multimedia,Bạc,Intel Core i7 8th Gen,I7-8550U,4,1.8 GHz,8MB,Free DOS,4GB,Đang cập nhật,"13.3""",Không,1366 x 768,Intel UHD Graphics 620,Không có,Không,Không có,256GB,Không,Không,Không có,2,1,Có,Có,1.6kg,3,Không
Máy xách tay/ Laptop Lenovo Ideapad 720s-13IKB 81BV0061VN (i5-8250U) (Vàng),21.590.000 ?,12,Lenovo,Multimedia,Vàng,Intel Core i5 8th Gen,i5-8250U,4,1.6 GHz,6MB,Windows 10,8GB,Đang cập nhật,"13.3""",Không,1920 x 1080,Intel HD Graphics,Không có,Không,Không có,256GB,Không,Không,Không có,3,1,Có,Không,1.8 kg,4,Không
Máy xách tay/ Laptop Dell XPS13 Touch 9TP732 (I7-4510U) (Bạc),39.900.000 ?,12,Dell,Multimedia,Bạc,Intel Core i7 4th Gen,I7-4510U,2,2.0 GHz,45MB,Windows 8,8GB,Đang cập nhật,"13.3""",Có,1920 x 1080,Intel HD Graphics 4400,Không có,Không,Không có,256GB,Không,Không,Không có,2,0,Không,Không,1.3kg,6,Không
Máy xách tay/ Laptop Lenovo Ideapad 320-14ISK 80XG0083VN (i3-6006U) (Đen),8.990.000 ?,12,Lenovo,Multimedia,Đen,Intel Core i3 6th Gen,i3-6006U,2,2.0 GHz,3MB,Windows 10,4GB,Đang cập nhật,"14.0""",Không,1366 x 768,Intel HD Graphics 520,Không có,Không,500GB,Không có,Không,Không,Không có,2,1,Có,Không,2.1kg,2,Không
Máy xách tay/ Laptop HP Elite X2 1012 G2 (1TW71PA) (Bạc),46.990.000 ?,12,HP,Multimedia,Bạc,Intel Core i7 7th Gen,i7-7600U,2,2.8 GHz,4MB,Windows 10,8GB,Đang cập nhật,"12.3""",Có,2736 x 1824,Intel HD Graphics 620,Không có,Không,Không có,256GB,Không,Không,Không có,3,0,Không,Không,0.84 kg,4,Không
Máy xách tay/ Laptop Lenovo Ideapad 320-15IKB 81BG00DYVN (i5-8250U) (Xám),12.990.000 ?,12,LENOVO,Multimedia,Bạc,Intel Core i5 8th Gen,i5-8250U,4,1.6 GHz,6MB,Windows 10,4GB,Đang cập nhật,"15.6""",Không,1920 x 1080,Intel HD Graphics 620,Không có,Không,1TB,Không có,Không,Có,Không có,3,1,Có,Không,1.8 kg,2,Không
Máy xách tay/ Laptop HP Pavilion 15-cc137TX (3CH63PA) (Vàng),14.790.000 ?,12,HP,Multimedia,Vàng,Intel Core i5 8th Gen,i5-8250U,4,1.6 GHz,6MB,Free DOS,4GB,Đang cập nhật,"15.6""",Không,1366 x 768,Intel HD Graphics,nvidia geforce 940m,2GB,1TB,Không có,Có,Có,Không có,3,1,Có,Không,1.35kg,3,Không
Máy xách tay/ Laptop Lenovo Thinkpad E570-20H5A02GVN (Đen),15.850.000 ?,12,Lenovo,Multimedia,Đen,Intel Core i5 7th Gen,i5-7200U,2,2.5 GHz,3MB,Windows 10,4GB,Đang cập nhật,"15.6""",Không,1366 x 768,Intel HD Graphics,NVIDIA Geforce 940M,2GB,500GB,Không có,Có,Có,Không có,3,1,Có,Có,2.3kg,4,Không
Máy xách tay/ Laptop HP Probook 450 G5-2XR66PA (Bạc),22.690.000 ?,12,HP,Multimedia,Bạc,Intel Core i7 8th Gen,I7-8550U,4,1.8 GHz,8MB,Free DOS,8GB,Đang cập nhật,"15.6""",Không,1920 x 1080,Intel HD Graphics,NVIDIA GeForce 930MX,2GB,1TB,Không có,Không,Không,Không có,4,1,Có,Có,2.1 kg,3,Không
Máy xách tay/ Laptop HP Probook 440 G5-2XR74PA (Bạc),16.990.000 ?,12,HP,Multimedia,Bạc,Intel Core i5 8th Gen,i5-8250U,4,1.6 GHz,6MB,Free DOS,8GB,Đang cập nhật,"14.0""",Không,1366 x 768,Intel HD Graphics 620,Không có,Không,1TB,Không có,Không,Không,Không có,3,1,Có,Có,1.7kg,3,Không
Máy xách tay/ Laptop Lenovo Ideapad 320-15IKB 81BG00E0VN (i5-8250U) (Xám),13.790.000 ?,12,Lenovo,Multimedia,Xám,Intel Core i5 8th Gen,i5-8250U,4,1.6 GHz,6MB,Windows 10,4GB,Đang cập nhật,"15.6""",Không,1920 x 1080,Intel UHD Graphics 600,NVIDIA GeForce MX150,Không,1TB,Không có,Không,Có,Không có,3,1,Có,Không,2.1kg,2,Không
Máy xách tay/ Laptop HP Probook 430 G5-2XR78PA (Bạc),16.290.000 ?,12,HP,Multimedia,Bạc,Intel Core i5 8th Gen,i5-8250U,4,1.6 GHz,6MB,Free DOS,4GB,Đang cập nhật,"13.3""",Không,1920 x 1080,Intel HD Graphics 620,Không có,Không,Không có,256GB,Không,Không,Không có,3,1,Có,Không,1.6 kg,3,Không
Máy xách tay/ Laptop HP Probook 440 G5-2ZD34PA (Bạc),12.590.000 ?,12,HP,Multimedia,Bạc,Intel Core i3 7th Gen,i3-7100U,2,2.4 GHz,3MB,Free DOS,4GB,Đang cập nhật,"14.0""",Không,1366 x 768,Intel HD Graphics 620,Không có,Không,1TB,Không có,Không,Không,Không có,3,1,Có,Có,1.7kg,3,Không
Máy xách tay/ Laptop Acer Nitro 5 AN515-51-739L (NH.Q2SSV.007) (Đen),23.990.000 ?,12,Acer,Gaming,Đen,Intel Core i7 7th Gen,i7-7700HQ,4,2.8 GHz,6MB,Windows 10,8GB,Đang cập nhật,"15.6""",Không,1366 x 768,Intel HD Graphics,NVIDIA Geforce GTX 1050,2GB,1TB,Không có,Không,Có,Đơn sắc,4,1,Có,Không,2.5Kg,4,Không
Máy xách tay/ Laptop Asus UX430UN-GV081T (I5-8250U) (Vàng ??ng),22.490.000 ?,24,Asus,Multimedia,Vàng,Intel Core i5 8th Gen,i5-8250U,4,1.6 GHz,6MB,Windows 10,8GB,Đang cập nhật,"14.0""",Không,1920 x 1080,Intel HD Graphics 620,NVIDIA GeForce MX150,2GB,Không có,256GB,Không,Không,Không có,3,1,Không,Không,1.25kg,3,Không
Máy xách tay/ Laptop Acer A315-51-3932 (NX.GNPSV.023) (Đen),8.790.000 ?,12,Acer,Multimedia,Đen,Intel Core i3 6th Gen,i3-6006U,2,2.0 GHz,3MB,Free DOS,4GB,Đang cập nhật,"15.6""",Không,1366 x 768,Intel HD Graphics 520,Không có,Không,1TB,Không có,Không,Không,Không có,3,1,Có,Không,2.3 kg,2,Không
"Máy xách tay/ Laptop MacBook 15"" MPTT2SA/A (Xám)",71.500.000 ?,12,Apple,Office,Xám,Intel Core i7 7th Gen,i7-7820HQ,4,2.9 GHz,6MB,OS X,16GB,Đang cập nhật,"15.4""",Không,2880 x 1800,Intel HD Graphics 630,AMD Radeon Pro 560,4GB,Không có,512GB,Không,Không,Không có,4,0,Không,Không,1.35kg,Gắn liền,Không
Máy xách tay/ Laptop Lenovo Ideapad 710S-13IKB 80VQ0095VN (I3-7100U) (Vàng),14.990.000 ?,12,Lenovo,Multimedia,Vàng,Intel Core i3 7th Gen,i3-7100U,2,2.4 GHz,3MB,Windows 10,4GB,Đang cập nhật,"13.3""",Không,1920 x 1080,Intel HD Graphics,Không có,Không,Không có,128GB,Không,Không,Không có,2,1,Có,Không,1.16kg,4,Không
Máy xách tay/ Laptop Lenovo Ideapad 320S-13IKB-81AK009FVN (i5-8250U) (??ng),15.500.000 ?,12,LENOVO,Multimedia,Vàng,Intel Core i5 8th Gen,i5-8250U,4,1.6 GHz,6MB,Free DOS,4GB,Đang cập nhật,"13.3""",Không,1920 x 1080,Intel UHD Graphics 620,Không có,Không,Không có,256GB,Không,Không,Không có,2,1,Không,Không,1.2kg,3,Không
Máy xách tay/ Laptop HP Probook 450 G5-2ZD45PA (Bạc),17.290.000 ?,12,HP,Multimedia,Bạc,Intel Core i5 8th Gen,i5-8250U,4,1.6 GHz,6MB,Free DOS,4GB,Đang cập nhật,"15.6""",Không,1920 x 1080,Intel UHD Graphics 620,NVIDIA GeForce 930MX,2GB,500GB,Không có,Không,Có,Không có,4,1,Có,Có,2.1kg,3,Không
Máy xách tay/ Laptop HP Spectre 13-af086TU (3CH51PA) (Bạc),37.490.000 ?,12,HP,Multimedia,Vàng,Intel Core i7 8th Gen,I7-8550U,4,1.8 GHz,8MB,Windows 10,8GB,Đang cập nhật,"13.3""",Không,1920 x 1080,Intel HD Graphics,Không có,Không,Không có,256GB,Không,Không,Đơn sắc,1,0,Không,Không,1.08 kg,4,Không
Máy xách tay/ Laptop HP Probook 430 G5-2ZD48PA (Bạc),12.590.000 ?,12,HP,Multimedia,Bạc,Intel Core i3 7th Gen,i3-7100U,2,2.4 GHz,3MB,Free DOS,4GB,Đang cập nhật,"13.3""",Không,1366 x 768,Intel HD Graphics 620,Không có,Không,500GB,Không có,Không,Không,Không có,3,1,Có,Không,1.5kg,3,Không
Máy xách tay/ Laptop HP Probook 450 G5-2ZD44PA (Bạc),17.290.000 ?,12,HP,Multimedia,Bạc,Intel Core i5 8th Gen,i5-8250U,4,1.6 GHz,6MB,Windows 10,4GB,Đang cập nhật,"15.6""",Không,1920 x 1080,Intel UHD Graphics 620,Không có,Không,500GB,Không có,Không,Có,Không có,4,1,Có,Có,2.1 kg,3,Không
Máy xách tay/ Laptop Lenovo Ideapad 720s-13IKB 81BV0062VN (i7-8550U) (Vàng),24.290.000 ?,12,Lenovo,Office,Vàng,Intel Core i7 8th Gen,I7-8550U,4,1.8 GHz,8MB,Windows 10,8GB,Đang cập nhật,"14.0""",Không,1920 x 1080,Intel UHD Graphics 620,Không có,Không,Không có,256GB,Không,Không,Đơn sắc,2,1,Không,Không,1.11 kg,4,Không
"Máy xách tay/ Laptop MacBook 12"" MNYM2SA/A (Vàng Hồng)",33.450.000 ?,12,Apple,Office,Vàng,Intel Core M,M3-7Y32,2,1.2 GHz,4MB,OS X,8GB,Đang cập nhật,"12.0""",Không,2304 x 1440,Intel HD Graphics 615,Không có,Không,Không có,256GB,Không,Không,Không có,2,0,Không,Không,0.92kg,Gắn liền,Không
Máy xách tay/ Laptop Lenovo Ideapad 520s-14IKB 80X200J2VN (i3-7130U) (Vàng),12.340.000 ?,12,Lenovo,Multimedia,Vàng,Intel Core i3 7th Gen,i3-7130U,2,2.7 GHz,3MB,Windows 10,4GB,Đang cập nhật,"14.0""",Không,1920 x 1080,Intel HD Graphics,Không có,Không,1TB,Không có,Không,Không,Không có,4,1,Có,Không,2 kg,2,Không
Máy xách tay/ Laptop LG 13ZD970-G.AX51A5 (I5-7200U) (Trắng),24.000.000 ?,12,LG,Multimedia,Trắng,Intel Core i5 7th Gen,i5-7200U,2,2.5 GHz,3MB,Free DOS,8GB,Đang cập nhật,"13.3""",Không,1920 x 1080,Intel HD Graphics 620,Không có,Không,Không có,256GB,Không,Không,Không có,3,1,Có,Không,0.94kg,4,Không
"Máy xách tay/ Laptop MacBook 13.3"" MPXR2ZP/A (Bạc)",31.600.000 ?,12,Apple,Office,Bạc,Intel Core i5,i5,2,2.3 GHz,3MB,OS X,8GB,Đang cập nhật,"13.3""",Không,2304 x 1440,Intel HD Graphics 640,Không có,Không,Không có,128GB,Không,Không,Không có,3,0,Không,Không,1.35kg,Gắn liền,Không
Máy xách tay/ Laptop LG 14ZD970-G.AX52A5 (I5-7200U) (Trắng),24.900.000 ?,12,LG,Multimedia,Trắng,Intel Core i5 7th Gen,i5-7200U,2,2.5 GHz,3MB,Free DOS,8GB,Đang cập nhật,"14.0""",Không,1920 x 1080,Intel HD Graphics 620,Không có,Không,Không có,256GB,Không,Không,Không có,3,1,Có,Không,0.98kg,4,Không
"Máy xách tay/ Laptop MacBook 13.3"" MPXQ2SA/A (Xám)",31.700.000 ?,12,Apple,Office,Xám,Intel Core i5 7th Gen,i5-7360U,2,2.3 GHz,4MB,OS X,8GB,Đang cập nhật,"13.3""",Không,2560 x 1080,Intel HD Graphics 640,Không có,Không,Không có,128GB,Không,Không,Không có,2,0,Không,Không,1.35kg,Gắn liền,Không
Máy xách tay/ Laptop Dell 3442-N3442E (Đen),13.500.000 ?,12,Dell,Multimedia,Đen,Intel Core i5 4th Gen,i5-4210U,2,1.7 GHz,3MB,Windows 8,4GB,8GB,"14.0""",Không,1366 x 768,Intel HD Graphics 4400,NVIDIA Geforce GT820M,2GB,500GB,Không có,Có,Không,Không có,3,1,Không,Không,2.2kg,4,Không
Máy xách tay/ Laptop Dell Inspiron 5370-F5YX01 (Bạc),20.490.000 ?,12,Dell,Gaming,Bạc,i5-8250U,i5-8250U,4,1.6 GHz,6MB,Windows 10,4GB,Đang cập nhật,"13.3""",Không,1920 x 1080,Intel HD Graphics 620,AMD Radeon 530,2GB,Không có,256GB,Có,Có,Đơn sắc,0,1,Không,Không,1.4 kg,3,Không
Máy xách tay/ Laptop HP Probook 430 G5-2ZD49PA (Bạc),15.690.000 ?,12,HP,Multimedia,Bạc,Intel Core i5 8th Gen,i5-8250U,4,1.6 GHz,6MB,Free DOS,4GB,Đang cập nhật,"13.3""",Không,1366 x 768,Intel UHD Graphics 620,Không có,Không,1TB,Không có,Không,Không,Không có,3,1,Có,Không,1.6kg,3,Không
"Máy xách tay/ Laptop MacBook 15"" MPTR2SA/A (Xám)",59.990.000 ?,12,Apple,Office,Xám,Intel Core i7 7th Gen,i7-7700HQ,4,2.8 GHz,6MB,OS X,16GB,Đang cập nhật,"15.4""",Không,2880 x 1800,Intel HD Graphics 630,AMD Radeon Pro 555,2GB,Không có,256GB,Không,Không,Không có,4,0,Không,Không,1.35kg,Gắn liền,Không
"Máy xách tay/ Laptop MacBook 13.3"" MPXV2ZP/A (Xám)",45.990.000 ?,12,Apple,Office,Xám,Intel Core i5,i5,2,3.1 GHz,3MB,OS X,8GB,Đang cập nhật,"13.3""",Có,2560 x 1080,Intel Plus Graphics 650,Không có,Không,Không có,256GB,Không,Không,Không có,2,0,Không,Không,1.2kg,Gắn liền,Không
Máy xách tay/ Laptop Dell Inspiron 5370-N5370A (Bạc),18.390.000 ?,12,Dell,Multimedia,Bạc,Intel Core i5 8th Gen,i5-8250U,4,1.6 GHz,6MB,Windows 10,4GB,Đang cập nhật,"13.3""",Không,1920 x 1080,Intel UHD Graphics 620,Không có,Không,Không có,128GB,Không,Không,Không có,3,1,Không,Không,1.42kg,3,Không
Máy xách tay/ Laptop Asus X411UA-BV360T (I5-8250U) (Vàng),12.790.000 ?,24,Asus,Multimedia,Vàng,i5-8250U,i5-8250U,4,1.6 GHz,6MB,Free DOS,4GB,Đang cập nhật,"14.0""",Không,1366 x 768,Intel UHD Graphics 620,Không có,Không,1TB,Không có,Có,Không,Không có,4,1,Có,Có,1.41 kg,3,Không
"Máy xách tay/ Laptop MacBook 13.3"" MPXR2SA/A (Bạc)",31.600.000 ?,12,Apple,Office,Bạc,Intel Core i5,i5,2,2.3 GHz,3MB,OS X,8GB,Đang cập nhật,"13.3""",Không,2304 x 1440,Intel HD Graphics 640,Không có,Không,Không có,128GB,Không,Không,Không có,2,0,Không,Không,1.35kg,Gắn liền,Không
"Máy xách tay/ Laptop MacBook 13.3"" MPXW2ZP/A (Xám)",52.390.000 ?,12,Apple,Office,Xám,Intel Core i5,i5,2,3.1 GHz,3MB,OS X,8GB,Đang cập nhật,"13.3""",Có,2560 x 1080,Intel Plus Graphics 650,Không có,Không,Không có,512GB,Không,Không,Không có,2,0,Không,Không,1.2 kg,Gắn liền,Không
Máy xách tay/ Laptop LG 15Z970-G.AH55A5 (I5-7200U) (Xám),32.090.000 ?,12,LG,Multimedia,Xám,Intel Core i5 7th Gen,i5-7200U,2,2.5 GHz,3MB,Windows 10,8GB,Đang cập nhật,"15.6""",Không,1920 x 1080,Intel HD Graphics 620,Không có,Không,Không có,512GB,Không,Có,Không có,3,1,Có,Không,1.09kg,4,Không
"Máy xách tay/ Laptop MacBook 13.3"" MPXQ2ZP/A (Xám)",31.700.000 ?,12,Apple,Office,Xám,Intel Core i5,i5,2,2.3 GHz,3MB,OS X,8GB,Đang cập nhật,"13.3""",Không,2304 x 1440,Intel HD Graphics 640,Không có,Không,Không có,128GB,Không,Không,Không có,3,0,Không,Không,1.35kg,Gắn liền,Không
Máy xách tay/ Laptop Dell Inspiron 3567-N3567G (Đen),10.490.000 ?,12,Dell,Office,Đen,Intel Core i3 7th Gen,i3-7100U,2,2.4 GHz,3MB,Linux,4GB,Đang cập nhật,"15.6""",Không,1366 x 768,Intel HD Graphics 620,Không có,Không,1TB,Không có,Có,Có,Không có,3,1,Có,Không,2.18 Kg,4,Không
"Máy xách tay/ Laptop MacBook 13.3"" MPXU2ZP/A (Bạc)",39.250.000 ?,12,Apple,Office,Bạc,Intel Core i5,i5,2,2.3 GHz,3MB,OS X,8GB,Đang cập nhật,"13.3""",Không,2560 x 1600,Intel HD Graphics 640,Không có,Không,Không có,256GB,Không,Không,Không có,3,0,Không,Không,1.35kg,Gắn liền,Không
Máy xách tay/ Laptop LG 14Z970-G.AH52A5 (I5-7200U) (Xám),27.590.000 ?,12,LG,Multimedia,Xám,Intel Core i5 7th Gen,i5-7200U,2,2.5 GHz,3MB,Windows 10,8GB,Đang cập nhật,"14.0""",Không,1920 x 1080,Intel HD Graphics 620,Không có,Không,Không có,256GB,Không,Không,Không có,3,1,Có,Không,0.97kg,4,Không
Máy xách tay/ Laptop Lenovo Ideapad 320-15IKB 81BG009LVN (i5-8250U) (Xám),13.790.000 ?,12,Lenovo,Multimedia,Xám,Intel Core i5 8th Gen,i5-8250U,4,1.6 GHz,6MB,Windows 10,4GB,Đang cập nhật,"15.6""",Không,1920 x 1080,Intel HD Graphics,NVIDIA GeForce MX150,2GB,1TB,Không có,Không,Không,Không có,3,1,Có,Không,2.1kg,2,Không
Máy xách tay/ Laptop Dell Vostro 5370-V5370A (Bạc),24.490.000 ?,12,Dell,Multimedia,Bạc,Intel Core i5 8th Gen,i5-8250U,4,1.6 GHz,6MB,Free DOS,8GB,Đang cập nhật,"13.3""",Không,1920 x 1080,Intel HD Graphics,AMD Radeon 530,2GB,Không có,256GB,Không,Không,Không có,3,1,Không,Không,1.45kg,3,Không
Máy xách tay/ Laptop Acer Nitro 5 AN515-51-51UM (NH.Q2RSV.003) (Đen),20.789.000 ?,12,Acer,Multimedia,Đen,Intel Core i5 7th Gen,i5-7300HQ,4,2.5 GHz,6MB,Free DOS,8GB,Đang cập nhật,"15.6""",Không,1920 x 1080,Intel HD Graphics 630,NVIDIA Geforce GTX 1050,4GB,1TB,128GB,Không,Có,Không có,3,1,Có,Không,2.5kg,4,Không
"Máy xách tay/ Laptop MacBook 13.3"" MPXT2ZP/A (Xám)",37.200.000 ?,12,Apple,Office,Xám,Intel Core i5,i5,2,2.3 GHz,3MB,OS X,8GB,Đang cập nhật,"13.3""",Không,2560 x 1600,Intel HD Graphics 640,Không có,Không,Không có,256GB,Không,Không,Không có,3,0,Không,Không,1.35kg,Gắn liền,Không
"Máy xách tay/ Laptop MacBook 12"" MNYK2ZP/A (Vàng ??ng)",33.450.000 ?,12,Apple,Office,Vàng,Intel Core M,M3,2,1.2 GHz,4MB,OS X,8GB,Đang cập nhật,"12.0""",Không,2304 x 1440,Intel HD Graphics 615,Không có,Không,Không có,256GB,Không,Không,Không có,2,0,Không,Không,0.92 kg,Gắn liền,Không
"Máy xách tay/ Laptop MacBook 12"" MNYL2ZP/A (Vàng ??ng)",38.300.000 ?,12,Apple,Office,Vàng,Intel Core i5,i5,2,1.3 GHz,3MB,OS X,8GB,Đang cập nhật,"12.0""",Không,2304 x 1440,Intel HD Graphics 615,Không có,Không,Không có,512GB,Không,Không,Không có,1,0,Không,Không,1.35kg,Gắn liền,Không
"Máy xách tay/ Laptop MacBook 12"" MNYH2SA/A (Bạc)",31.090.000 ?,12,Apple,Office,Bạc,Intel Core M,M3-7Y32,2,1.2 GHz,4MB,OS X,8GB,Đang cập nhật,"12.0""",Không,2304 x 1440,Intel HD Graphics 615,Không có,Không,Không có,256GB,Không,Không,Không có,2,0,Không,Không,1.35kg,Gắn liền,Không
"Máy xách tay/ Laptop MacBook 12"" MNYH2ZP/A (Bạc)",31.090.000 ?,12,Apple,Office,Bạc,Intel Core M3,M3,2,1.2 GHz,4MB,OS X,8GB,Đang cập nhật,"12.0""",Không,2304 x 1440,Intel HD Graphics 615,Không có,Không,Không có,256GB,Không,Không,Không có,0,0,Không,Không,1.35kg,Gắn liền,Không
Máy xách tay/ Laptop Lenovo Ideapad Y520-15IKBN 80WK015FVN (i5-7300HQ) (Đen),21.999.000 ?,12,Lenovo,Gaming,Đen,Intel Core i5 7th Gen,i5-7300HQ,4,2.5 GHz,6MB,Windows 10,8GB,Đang cập nhật,"15.6""",Không,1920 x 1080,Intel HD Graphics,NVIDIA Geforce GTX 1050,4GB,1TB,128GB,Không,Có,Đơn sắc,4,1,Có,Không,2.4kg,3,Không
"Máy xách tay/ Laptop MacBook 12"" MNYN2ZP/A (Vàng Hồng)",38.300.000 ?,12,Apple,Office,Vàng,Intel Core M3,M3,2,1.2 GHz,4MB,OS X,8GB,Đang cập nhật,"12.0""",Không,2304 x 1440,Intel HD Graphics 615,Không có,Không,Không có,512GB,Không,Không,Không có,0,0,Không,Không,1.35kg,Gắn liền,Không
"Máy xách tay/ Laptop MacBook 12"" MNYM2ZP/A (Vàng Hồng)",33.450.000 ?,12,Apple,Office,Vàng,Intel Core M3,M3,2,1.2 GHz,4MB,OS X,8GB,Đang cập nhật,"12.0""",Không,2304 x 1440,Intel HD Graphics 615,Không có,Không,Không có,256GB,Không,Không,Không có,0,0,Không,Không,1.35kg,Gắn liền,Không
Máy xách tay/ Laptop Dell Inspiron 3567-N3567H (Đen),11.690.000 ?,12,Dell,Multimedia,Đen,Intel Core i3 7th Gen,i3-7100U,2,2.4 GHz,3MB,Windows 10,4GB,16GB,"15.6""",Không,1366 x 768,Intel HD Graphics 620,Không có,Không,1TB,Không có,Không,Có,Không có,3,1,Không,Không,2.4kg,2,Không
"Máy xách tay/ Laptop MacBook 12"" MNYN2SA/A (Vàng Hồng)",38.300.000 ?,12,Apple,Office,Vàng,Intel Core i5 7th Gen,i5-7Y54,2,1.3 GHz,4MB,OS X,8GB,Đang cập nhật,"12.0""",Không,2304 x 1440,Intel HD Graphics 615,Không có,Không,Không có,512GB,Không,Không,Không có,2,0,Không,Không,1.35kg,Gắn liền,Không
Máy xách tay/ Laptop HP Envy TS 14-K119TX (F9Z70PA),22.750.000 ?,12,HP,Multimedia,Bạc,Intel Core i5 4th Gen,i5-4200U,2,1.6 GHz,3MB,Windows 8,4GB,16GB,"14.0""",Có,1360 x 768,Intel HD Graphics 4400,NVIDIA GeForce 740M,2GB,500GB,Không có,Không,Không,Đơn sắc,2,1,Có,Không,2.01 Kg,3,Không
Máy xách tay/ Laptop Lenovo Ideapad Yoga920-13IKB 80Y7009KVN (i7-8550U) (??ng),44.900.000 ?,12,Lenovo,Multimedia,Vàng,Intel Core i7 8th Gen,I7-8550U,4,1.8 GHz,8MB,Windows,8GB,Đang cập nhật,"13.9""",Có,3840 x 2160,Intel HD Graphics 620,Không có,Không,Không có,512GB,Không,Không,Không có,3,0,Có,Không,1.3kg,4,Không
